City/Town,County,POPESTIMATE2018,Count_0603,Rate_0603,Count_0610,Rate_0610,Count_0617,Rate_0617,Count_0624,Rate_0624,Count_0701,Rate_0701,Count_0708,Rate_0708,Count_0715,Rate_0715,Count_0722,Rate_0722,Count_0729,Rate_0729,Count_0805,Rate_0805,Count_0812,Rate_0812,Count_0819,Rate_0819,Count_0826,Rate_0826,Count_0902,Rate_0902,Count_0909,Rate_0909,Count_0916,Rate_0916,Count_0923,Rate_0923,Count_0930,Rate_0930,Count_1007,Rate_1007,Count_1014,Rate_1014,Count_1022,Rate_1022,Count_1029,Rate_1029,Count_1106,Rate_1106,Count_1112,Rate_1112,Count_1119,Rate_1119,Count_1127,Rate_1127,Count_1203,Rate_1203,Count_1210,Rate_1210,Count_1217,Rate_1217,Count_1224,Rate_1224,Count_1231,Rate_1231,Rate_Vel_0610,Rate_Vel_0617,Rate_Vel_0624,Rate_Vel_0701,Rate_Vel_0708,Rate_Vel_0715,Rate_Vel_0722,Rate_Vel_0729,Rate_Vel_0805,Rate_Vel_0812,Rate_Vel_0819,Rate_Vel_0826,Rate_Vel_0902,Rate_Vel_0909,Rate_Vel_0916,Rate_Vel_0923,Rate_Vel_0930,Rate_Vel_1007,Rate_Vel_1014,Rate_Vel_1022,Rate_Vel_1029,Rate_Vel_1106,Rate_Vel_1112,Rate_Vel_1119,Rate_Vel_1127,Rate_Vel_1203,Rate_Vel_1210,Rate_Vel_1217,Rate_Vel_1224,Rate_Vel_1231,Rate_Acc_0617,Rate_Acc_0624,Rate_Acc_0701,Rate_Acc_0708,Rate_Acc_0715,Rate_Acc_0722,Rate_Acc_0729,Rate_Acc_0805,Rate_Acc_0812,Rate_Acc_0819,Rate_Acc_0826,Rate_Acc_0902,Rate_Acc_0909,Rate_Acc_0916,Rate_Acc_0923,Rate_Acc_0930,Rate_Acc_1007,Rate_Acc_1014,Rate_Acc_1022,Rate_Acc_1029,Rate_Acc_1106,Rate_Acc_1112,Rate_Acc_1119,Rate_Acc_1127,Rate_Acc_1203,Rate_Acc_1210,Rate_Acc_1217,Rate_Acc_1224,Rate_Acc_1231
Millis,Norfolk,8270,47,595.26,47,595.26,48,607.93,48,607.93,48,607.93,49,620.59,50,633.255102,50,633.255102,50,633.255102,52,658.5853061,52,658.5853061,52,658.5853061,53,671.2504082,55,696.5806122,55,696.5806122,58,734.5759184,61,772.5712245,60,759.9061224,64,810.5665306,71,899.2222449,71,899.2222449,74,937.217551,76,962.5477551,83,1051.203469,94,1190.519592,99,1253.845102,115,1456.486735,142,1798.44449,170,2153.067347,194,2457.029796,215,2722.996939,0,12.67,0,0,12.66,12.67,0.00,0.00,25.33,0.00,0.00,12.67,25.33,0.00,38.00,38.00,-12.67,50.66,88.66,0.00,38.00,25.33,88.66,139.32,63.33,202.64,341.96,354.62,303.96,265.97,12.67,-12.67,0,12.66,0.01,-12.67,0,25.33,-25.33,0,12.67,12.67,-25.33,38,0,-50.66,63.33,38,-88.66,38,-12.67,63.33,50.66,-75.99,139.32,139.32,12.67,-50.66,-38
Millville,Worcester,3265,15,422.45,17,478.77,19,535.1,19,535.1,20,563.26,21,591.42,22,619.5828571,22,619.5828571,23,647.7457143,24,675.9085714,25,704.0714286,25,704.0714286,25,704.0714286,25,704.0714286,27,760.3971429,27,760.3971429,27,760.3971429,27,760.3971429,29,816.7228571,33,929.3742857,34,957.5371429,35,985.7,36,1013.862857,43,1211.002857,46,1295.491429,51,1436.305714,54,1520.794286,63,1774.26,76,2140.377143,82,2309.354286,89,2506.494286,56.32,56.33,0,28.16,28.16,28.16,0.00,28.16,28.16,28.16,0.00,0.00,0.00,56.33,0.00,0.00,0.00,56.33,112.65,28.16,28.16,28.16,197.14,84.49,140.81,84.49,253.47,366.12,168.98,197.14,0.01,-56.33,28.16,0,0,-28.16,28.16,0,0,-28.16,0,0,56.33,-56.33,0,0,56.33,56.33,-84.49,0,0,168.98,-112.65,56.33,-56.33,168.98,112.65,-197.14,28.16
Milton,Norfolk,27616,295,1030.4,297,1037.38,299,1044.37,300,1047.86,302,1054.85,305,1065.33,307,1072.31577,314,1096.765967,318,1110.737508,323,1128.201934,329,1149.159246,340,1187.580984,343,1198.059639,349,1219.016951,355,1239.974262,360,1257.438689,370,1292.367541,381,1330.789279,399,1393.661213,430,1501.940656,443,1547.348164,458,1599.741443,481,1680.077803,509,1777.87859,571,1994.437475,638,2228.460787,708,2472.962754,840,2934.023607,954,3332.212525,1090,3807.244918,1201,4194.95518,6.98,6.99,3.49,6.99,10.48,6.99,24.45,13.97,17.46,20.96,38.42,10.48,20.96,20.96,17.46,34.93,38.42,62.87,108.28,45.41,52.39,80.34,97.80,216.56,234.02,244.50,461.06,398.19,475.03,387.71,0.01,-3.5,3.5,3.49,-3.49,17.46,-10.48,3.49,3.49,17.46,-27.94,10.48,0,-3.49,17.46,3.49,24.45,45.41,-62.87,6.99,27.94,17.46,118.76,17.46,10.48,216.56,-62.87,76.84,-87.32
Monroe,Franklin,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monson,Hampden,8865,34,403.07,34,403.07,35,414.93,36,426.78,37,438.64,39,462.35,42,497.9153846,43,509.7705128,44,521.625641,44,521.625641,45,533.4807692,45,533.4807692,45,533.4807692,48,569.0461538,55,652.0320513,59,699.4525641,63,746.8730769,66,782.4384615,69,818.0038462,72,853.5692308,78,924.7,79,936.5551282,81,960.2653846,90,1066.961538,110,1304.064103,130,1541.166667,141,1671.573077,154,1825.689744,182,2157.633333,211,2501.432051,231,2738.534615,0,11.86,11.85,11.86,23.71,35.57,11.86,11.86,0.00,11.86,0.00,0.00,35.57,82.99,47.42,47.42,35.57,35.57,35.57,71.13,11.86,23.71,106.70,237.10,237.10,130.41,154.12,331.94,343.80,237.10,11.86,-0.01,0.01,11.85,11.86,-23.71,0,-11.86,11.86,-11.86,0,35.57,47.42,-35.57,0,-11.86,0,0,35.57,-59.28,11.86,82.99,130.41,0,-106.7,23.71,177.83,11.86,-106.7
Montague,Franklin,8316,25,292.45,25,292.45,27,315.84,28,327.54,28,327.54,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,29,339.24,30,350.937931,30,350.937931,30,350.937931,31,362.6358621,35,409.4275862,39,456.2193103,44,514.7089655,52,608.2924138,58,678.48,86,1006.022069,106,1239.98069,126,1473.93931,143,1672.804138,0,23.39,11.7,0,11.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,0.00,0.00,11.70,46.79,46.79,58.49,93.58,70.19,327.54,233.96,233.96,198.86,23.39,-11.69,-11.7,11.7,-11.7,0,0,0,0,0,0,0,0,0,0,0,11.7,-11.7,0,11.7,35.09,0,11.7,35.09,-23.4,257.35,-93.58,0,-35.09
Monterey,Berkshire,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,645.8557589,10,1076.426265,12,1291.711518,13,1399.354144,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,645.86,430.57,215.29,107.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.86,-215.29,-215.29,-107.64
Montgomery,Hampden,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,804.5977011,7,804.5977011,7,804.5977011,7,804.5977011,7,804.5977011,7,804.5977011,7,804.5977011,7,804.5977011,7,804.5977011,7,804.5977011,8,919.5402299,8,919.5402299,8,919.5402299,8,919.5402299,8,919.5402299,9,1034.482759,10,1149.425287,11,1264.367816,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,804.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114.94,0.00,0.00,0.00,0.00,114.94,114.94,114.94,0,0,0,0,0,0,0,0,0,0,0,804.6,-804.6,0,0,0,0,0,0,0,0,114.94,-114.94,0,0,0,114.94,0,0
Mount Washington,Berkshire,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nahant,Essex,3524,39,1191.96,39,1191.96,40,1222.52,40,1222.52,40,1222.52,40,1222.52,40,1222.52,41,1253.083,44,1344.772,44,1344.772,44,1344.772,44,1344.772,45,1375.335,47,1436.461,47,1436.461,47,1436.461,47,1436.461,48,1467.024,49,1497.587,49,1497.587,51,1558.713,57,1742.091,63,1925.469,70,2139.41,83,2536.729,90,2750.67,92,2811.796,102,3117.426,110,3361.93,118,3606.434,130,3973.19,0,30.56,0,0,0,0.00,30.56,91.69,0.00,0.00,0.00,30.56,61.13,0.00,0.00,0.00,30.56,30.56,0.00,61.13,183.38,183.38,213.94,397.32,213.94,61.13,305.63,244.50,244.50,366.76,30.56,-30.56,0,0,0,30.56,61.13,-91.69,0,0,30.56,30.56,-61.13,0,0,30.56,0,-30.56,61.13,122.25,0,30.56,183.38,-183.38,-152.82,244.5,-61.13,0,122.25
Nantucket,Nantucket,11327,13,114.64,13,114.64,13,114.64,13,114.64,16,141.1,19,167.56,22,194.0168421,26,229.2926316,30,264.5684211,30,264.5684211,34,299.8442105,34,299.8442105,38,335.12,42,370.3957895,46,405.6715789,79,696.6968421,88,776.0673684,104,917.1705263,125,1102.368421,131,1155.282105,137,1208.195789,163,1437.488421,178,1569.772632,218,1922.530526,262,2310.564211,275,2425.210526,319,2813.244211,480,4233.094737,622,5485.385263,683,6023.341053,731,6446.650526,0,0,0,26.46,26.46,26.46,35.28,35.28,0.00,35.28,0.00,35.28,35.28,35.28,291.03,79.37,141.10,185.20,52.91,52.91,229.29,132.28,352.76,388.03,114.65,388.03,1419.85,1252.29,537.96,423.31,0,0,26.46,0,0,8.82,0,-35.28,35.28,-35.28,35.28,0,0,255.75,-211.65,61.73,44.09,-132.28,0,176.38,-97.01,220.47,35.28,-273.39,273.39,1031.82,-167.56,-714.33,-114.65
Natick,Middlesex,36229,412,1146.91,412,1146.91,412,1146.91,413,1149.7,418,1163.61,419,1166.4,421,1171.967542,432,1202.589021,438,1219.291647,441,1227.642959,445,1238.778043,450,1252.696897,453,1261.04821,460,1280.534606,464,1291.66969,473,1316.723628,482,1341.777566,486,1352.912649,499,1389.101671,509,1416.939379,531,1478.182339,545,1517.155131,564,1570.046778,587,1634.073508,615,1712.019093,659,1834.505012,715,1990.396181,778,2165.773747,839,2335.583771,913,2541.582816,1005,2797.689737,0,0,2.79,13.91,2.79,5.57,30.62,16.70,8.35,11.14,13.92,8.35,19.49,11.14,25.05,25.05,11.14,36.19,27.84,61.24,38.97,52.89,64.03,77.95,122.49,155.89,175.38,169.81,206.00,256.11,0,2.79,11.12,-11.12,2.78,25.05,-13.92,-8.35,2.78,2.78,-5.57,11.14,-8.35,13.92,0,-13.92,25.05,-8.35,33.41,-22.27,13.92,11.14,13.92,44.54,33.41,19.49,-5.57,36.19,50.11
Needham,Norfolk,31248,318,1084.87,325,1108.75,328,1118.99,329,1122.4,330,1125.81,333,1136.05,334,1139.461562,341,1163.342492,352,1200.86967,369,1258.866216,370,1262.277778,370,1262.277778,373,1272.512462,374,1275.924024,379,1292.981832,380,1296.393393,390,1330.509009,398,1357.801502,411,1402.151802,415,1415.798048,417,1422.621171,429,1463.55991,445,1518.144895,465,1586.376126,482,1644.372673,532,1814.950751,571,1948.001652,640,2183.399399,697,2377.858408,766,2613.256156,838,2858.888589,23.88,10.24,3.41,3.41,10.24,3.41,23.88,37.53,58.00,3.41,0.00,10.23,3.41,17.06,3.41,34.12,27.29,44.35,13.65,6.82,40.94,54.58,68.23,58.00,170.58,133.05,235.40,194.46,235.40,245.63,-13.64,-6.83,0,6.83,-6.83,20.47,13.65,20.47,-54.58,-3.41,10.23,-6.82,13.65,-13.65,30.7,-6.82,17.06,-30.7,-6.82,34.12,13.65,13.65,-10.23,112.58,-37.53,102.35,-40.94,40.94,10.23
New Ashford,Berkshire,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Bedford,Bristol ,95315,1910,1918.54,1991,1999.9,2052,2061.17,2095,2104.36,2138,2147.55,2157,2166.64,2167,2176.684692,2197,2206.818767,2223,2232.934965,2258,2268.091386,2295,2305.256745,2330,2340.413166,2357,2367.533834,2415,2425.793046,2497,2508.159518,2548,2559.387446,2627,2638.74051,2689,2701.017599,2764,2776.352786,2859,2871.777357,2954,2967.201929,3192,3206.265591,3372,3387.070042,3653,3669.325879,3941,3958.613,4272,4291.092295,4639,4659.73248,5472,5496.455299,6350,6378.37923,6943,6974.029448,7674,7708.296412,81.36,61.27,43.19,43.19,19.09,10.04,30.13,26.12,35.16,37.17,35.16,27.12,58.26,82.37,51.23,79.35,62.28,75.34,95.42,95.42,239.06,180.80,282.26,289.29,332.48,368.64,836.72,881.92,595.65,734.27,-20.09,-18.08,0,-24.1,-9.05,20.09,-4.02,9.04,2.01,-2.01,-8.04,31.14,24.11,-31.14,28.13,-17.08,13.06,20.09,0,143.64,-58.26,101.45,7.03,43.19,36.16,468.08,45.2,-286.27,138.62
New Braintree,Worcester,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,485.9086492,5,485.9086492,9,874.6355685,11,1068.999028,12,1166.180758,13,1263.362488,14,1360.544218,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,485.91,0.00,388.73,194.36,97.18,97.18,97.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.91,-485.91,388.73,-194.36,-97.18,0,0
New Marlborough,Berkshire,1458,6,392.17,7,457.53,7,457.53,7,457.53,7,457.53,7,457.53,7,457.53,7,457.53,7,457.53,8,522.8914286,8,522.8914286,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,9,588.2528571,10,653.6142857,12,784.3371429,13,849.6985714,13,849.6985714,16,1045.782857,65.36,0,0,0,0,0.00,0.00,0.00,65.36,0.00,65.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.36,130.72,65.36,0.00,196.08,-65.36,0,0,0,0,0,0,65.36,-65.36,65.36,-65.36,0,0,0,0,0,0,0,0,0,0,0,0,0,65.36,65.36,-65.36,-65.36,196.08
New Salem,Franklin,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,588.2352941,6,588.2352941,6,588.2352941,7,686.2745098,7,686.2745098,7,686.2745098,8,784.3137255,8,784.3137255,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,588.24,0.00,0.00,98.04,0.00,0.00,98.04,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.24,-588.24,0,98.04,-98.04,0,98.04,-98.04
Newbury,Essex,7144,13,195.53,13,195.53,14,210.57,13,195.53,13,195.53,14,210.57,14,210.57,14,210.57,14,210.57,15,225.6107143,15,225.6107143,17,255.6921429,18,270.7328571,20,300.8142857,21,315.855,20,300.8142857,22,330.8957143,22,330.8957143,22,330.8957143,22,330.8957143,25,376.0178571,28,421.14,33,496.3435714,43,646.7507143,52,782.1171429,65,977.6464286,78,1173.175714,97,1458.949286,117,1759.763571,139,2090.659286,163,2451.636429,0,15.04,-15.04,0,15.04,0.00,0.00,0.00,15.04,0.00,30.08,15.04,30.08,15.04,-15.04,30.08,0.00,0.00,0.00,45.12,45.12,75.20,150.41,135.37,195.53,195.53,285.77,300.81,330.90,360.98,15.04,-30.08,15.04,15.04,-15.04,0,0,15.04,-15.04,30.08,-15.04,15.04,-15.04,-30.08,45.12,-30.08,0,0,45.12,0,30.08,75.2,-15.04,60.16,0,90.24,15.04,30.08,30.08
Newburyport,Essex,18202,81,454.96,94,527.98,98,550.45,97,544.83,99,556.06,99,556.06,101,567.2935354,111,623.4612121,117,657.1618182,118,662.7785859,119,668.3953535,119,668.3953535,122,685.2456566,124,696.4791919,128,718.9462626,133,747.030101,141,791.9642424,141,791.9642424,142,797.5810101,149,836.8983838,162,909.9163636,179,1005.401414,198,1112.12,229,1286.239798,271,1522.14404,311,1746.814747,368,2066.970505,445,2499.461616,515,2892.635354,574,3224.024646,619,3476.779192,73.02,22.47,-5.62,11.23,0,11.23,56.17,33.70,5.62,5.62,0.00,16.85,11.23,22.47,28.08,44.93,0.00,5.62,39.32,73.02,95.49,106.72,174.12,235.90,224.67,320.16,432.49,393.17,331.39,252.75,-50.55,-28.09,16.85,-11.23,11.23,44.93,-22.47,-28.08,0,-5.62,16.85,-5.62,11.23,5.62,16.85,-44.93,5.62,33.7,33.7,22.47,11.23,67.4,61.78,-11.23,95.49,112.34,-39.32,-61.78,-78.63
Newton,Middlesex,88904,760,828.54,767,836.17,765,833.99,767,836.17,773,842.71,773,842.71,776,845.9805433,789,860.1528978,801,873.2350712,816,889.5877878,839,914.6619534,864,941.9164812,882,961.5397413,896,976.8022768,911,993.1549935,952,1037.852419,963,1049.844411,982,1070.557853,1001,1091.271294,1030,1122.886546,1076,1173.034877,1109,1209.010854,1146,1249.347555,1196,1303.856611,1283,1398.702367,1406,1532.794644,1570,1711.584347,1729,1884.923144,1881,2050.630673,2029,2211.977477,2202,2400.57881,7.63,-2.18,2.18,6.54,0,3.27,14.17,13.08,16.35,25.07,27.25,19.62,15.26,16.35,44.70,11.99,20.71,20.71,31.62,50.15,35.98,40.34,54.51,94.85,134.09,178.79,173.34,165.71,161.35,188.60,-9.81,4.36,4.36,-6.54,3.27,10.9,-1.09,3.27,8.72,2.18,-7.63,-4.36,1.09,28.34,-32.71,8.72,0,10.9,18.53,-14.17,4.36,14.17,40.34,39.25,44.7,-5.45,-7.63,-4.36,27.25
Norfolk,Norfolk,11988,24,194.4,25,202.5,25,202.5,27,218.7,27,218.7,27,218.7,28,226.8,29,234.9,36,291.6,38,307.8,38,307.8,38,307.8,39,315.9,40,324,42,340.2,42,340.2,43,348.3,44,356.4,45,364.5,46,372.6,46,372.6,51,413.1,131,1061.1,305,2470.5,336,2721.6,370,2997,427,3458.7,496,4017.6,594,4811.4,641,5192.1,675,5467.5,8.1,0,16.2,0,0,8.10,8.10,56.70,16.20,0.00,0.00,8.10,8.10,16.20,0.00,8.10,8.10,8.10,8.10,0.00,40.50,648.00,1409.40,251.10,275.40,461.70,558.90,793.80,380.70,275.40,-8.1,16.2,-16.2,0,8.1,0,48.6,-40.5,-16.2,0,8.1,0,8.1,-16.2,8.1,0,0,0,-8.1,40.5,607.5,761.4,-1158.3,24.3,186.3,97.2,234.9,-413.1,-105.3
North Adams,Berkshire,12904,46,352.3,46,352.3,46,352.3,46,352.3,46,352.3,46,352.3,47,359.9586957,48,367.6173913,50,382.9347826,51,390.5934783,51,390.5934783,51,390.5934783,52,398.2521739,56,428.8869565,58,444.2043478,57,436.5456522,61,467.1804348,62,474.8391304,64,490.1565217,64,490.1565217,65,497.8152174,67,513.1326087,72,551.426087,75,574.4021739,85,650.9891304,96,735.2347826,113,865.4326087,130,995.6304348,151,1156.463043,168,1286.66087,199,1524.080435,0,0,0,0,0,7.66,7.66,15.32,7.66,0.00,0.00,7.66,30.63,15.32,-7.66,30.63,7.66,15.32,0.00,7.66,15.32,38.29,22.98,76.59,84.25,130.20,130.20,160.83,130.20,237.42,0,0,0,0,7.66,0,7.66,-7.66,-7.66,0,7.66,22.98,-15.32,-22.98,38.29,-22.98,7.66,-15.32,7.66,7.66,22.98,-15.32,53.61,7.66,45.95,0,30.63,-30.63,107.22
North Andover,Essex,31296,326,1077.74,337,1114.1,339,1120.71,340,1124.02,343,1133.94,346,1143.85,358,1183.521098,362,1196.744798,362,1196.744798,368,1216.580347,374,1236.415896,378,1249.639595,382,1262.863295,389,1286.004769,397,1312.452168,404,1335.593642,440,1454.606936,532,1758.752023,568,1877.765318,588,1943.883815,615,2033.143786,658,2175.298555,721,2383.571821,781,2581.927312,844,2790.200578,931,3077.81604,1010,3338.984104,1177,3891.073555,1389,4591.929624,1556,5144.019075,1710,5653.131503,36.36,6.61,3.31,9.92,9.91,39.67,13.22,0.00,19.84,19.84,13.22,13.22,23.14,26.45,23.14,119.01,304.15,119.01,66.12,89.26,142.15,208.27,198.36,208.27,287.62,261.17,552.09,700.86,552.09,509.11,-29.75,-3.3,6.61,-0.01,29.76,-26.45,-13.22,19.84,0,-6.61,0,9.92,3.31,-3.31,95.87,185.13,-185.13,-52.89,23.14,52.89,66.12,-9.92,9.92,79.34,-26.45,290.92,148.77,-148.77,-42.98
North Attleborough,Bristol ,29349,248,820.78,248,820.78,249,824.09,252,834.02,255,843.95,258,853.88,263,870.428062,266,880.3568992,268,886.976124,276,913.4530233,284,939.9299225,294,973.0260465,301,996.1933333,310,1025.979845,323,1069.004806,326,1078.933643,335,1108.720155,338,1118.648992,349,1155.054729,357,1181.531628,366,1211.31814,398,1317.225736,418,1383.417984,455,1505.873643,505,1671.354264,583,1929.504031,647,2141.319225,765,2531.853488,902,2985.270388,990,3276.516279,1116,3693.527442,0,3.31,9.93,9.93,9.93,16.55,9.93,6.62,26.48,26.48,33.10,23.17,29.79,43.02,9.93,29.79,9.93,36.41,26.48,29.79,105.91,66.19,122.46,165.48,258.15,211.82,390.53,453.42,291.25,417.01,3.31,6.62,0,0,6.62,-6.62,-3.31,19.86,0,6.62,-9.93,6.62,13.24,-33.1,19.86,-19.86,26.48,-9.93,3.31,76.12,-39.72,56.26,43.02,92.67,-46.33,178.72,62.88,-162.17,125.77
North Brookfield,Worcester,4808,14,301.29,15,322.81,16,344.33,16,344.33,17,365.86,17,365.86,18,387.3811765,18,387.3811765,20,430.4235294,22,473.4658824,22,473.4658824,23,494.9870588,23,494.9870588,24,516.5082353,24,516.5082353,24,516.5082353,25,538.0294118,25,538.0294118,26,559.5505882,27,581.0717647,27,581.0717647,30,645.6352941,30,645.6352941,35,753.2411765,42,903.8894118,50,1076.058824,66,1420.397647,82,1764.736471,93,2001.469412,114,2453.414118,127,2733.189412,21.52,21.52,0,21.53,0,21.52,0.00,43.04,43.04,0.00,21.52,0.00,21.52,0.00,0.00,21.52,0.00,21.52,21.52,0.00,64.56,0.00,107.61,150.65,172.17,344.34,344.34,236.73,451.94,279.78,0,-21.52,21.53,-21.53,21.52,-21.52,43.04,0,-43.04,21.52,-21.52,21.52,-21.52,0,21.52,-21.52,21.52,0,-21.52,64.56,-64.56,107.61,43.04,21.52,172.17,0,-107.61,215.21,-172.17
North Reading,Middlesex,15710,184,1112.81,186,1124.9,187,1130.95,187,1130.95,191,1155.14,192,1161.19,193,1167.237865,196,1185.381458,198,1197.477188,199,1203.525052,201,1215.620781,208,1257.955833,211,1276.099427,213,1288.195156,215,1300.290885,216,1306.33875,221,1336.578073,229,1384.96099,234,1415.200313,238,1439.391771,243,1469.631094,254,1536.157604,272,1645.019167,302,1826.455104,332,2007.891042,369,2231.662031,413,2497.768073,469,2836.44849,552,3338.42125,648,3919.01625,731,4420.98901,12.09,6.05,0,24.19,6.05,6.05,18.14,12.10,6.05,12.10,42.34,18.14,12.10,12.10,6.05,30.24,48.38,30.24,24.19,30.24,66.53,108.86,181.44,181.44,223.77,266.11,338.68,501.97,580.60,501.97,-6.04,-6.05,24.19,-18.14,0,12.1,-6.05,-6.05,6.05,30.24,-24.19,-6.05,0,-6.05,24.19,18.14,-18.14,-6.05,6.05,36.29,42.34,72.57,0,42.34,42.34,72.57,163.29,78.62,-78.62
Northampton,Hampshire,28726,269,920.24,269,920.24,271,927.08,273,933.93,275,940.77,281,961.29,282,964.7109609,283,968.1319217,289,988.6576868,304,1039.9721,307,1050.234982,316,1081.02363,321,1098.128434,320,1094.707473,321,1098.128434,322,1101.549395,322,1101.549395,322,1101.549395,325,1111.812278,328,1122.07516,330,1128.917082,336,1149.442847,349,1193.915338,367,1255.492633,406,1388.910107,428,1464.171246,444,1518.906619,477,1631.798327,524,1792.583488,569,1946.526726,616,2107.311886,0,6.84,6.85,6.84,20.52,3.42,3.42,20.53,51.31,10.26,30.79,17.10,-3.42,3.42,3.42,0.00,0.00,10.26,10.26,6.84,20.53,44.47,61.58,133.42,75.26,54.74,112.89,160.79,153.94,160.79,6.84,0.01,-0.01,13.68,-17.1,0,17.1,30.79,-41.05,20.53,-13.68,-20.53,6.84,0,-3.42,0,10.26,0,-3.42,13.68,23.95,17.1,71.84,-58.16,-20.53,58.16,47.89,-6.84,6.84
Northborough,Worcester,15101,220,1606.92,222,1621.53,223,1628.83,223,1628.83,224,1636.13,224,1636.13,224,1636.13,226,1650.738304,227,1658.042455,228,1665.346607,229,1672.650759,229,1672.650759,229,1672.650759,231,1687.259063,235,1716.47567,239,1745.692277,246,1796.821339,251,1833.342098,256,1869.862857,265,1935.600223,276,2015.945893,286,2088.987411,294,2147.420625,318,2322.720268,339,2476.107455,368,2687.927857,419,3060.439598,507,3703.204955,585,4272.928795,662,4835.348482,710,5185.947768,14.61,7.3,0,7.3,0,0.00,14.61,7.30,7.30,7.30,0.00,0.00,14.61,29.22,29.22,51.13,36.52,36.52,65.74,80.35,73.04,58.43,175.30,153.39,211.82,372.51,642.77,569.72,562.42,350.60,-7.31,-7.3,7.3,-7.3,0,14.61,-7.3,0,0,-7.3,0,14.61,14.61,0,21.91,-14.61,0,29.22,14.61,-7.3,-14.61,116.87,-21.91,58.43,160.69,270.25,-73.04,-7.3,-211.82
